movie_genres,movie_id,movie_title
[4],1218,Friday (1995)
[7],772,Kids (1995)
[16],615,"39 Steps, The (1935)"
[4],613,My Man Godfrey (1936)
[ 7 14],246,Chasing Amy (1997)
[7],357,One Flew Over the Cuckoo's Nest (1975)
[0 4 7],74,Faster Pussycat! Kill! Kill! (1965)
[ 4  7 14],517,Manhattan (1979)
[4],1095,High School High (1996)
[4],1043,Rent-a-Kid (1995)
[10 15 16],573,Body Snatchers (1993)
[ 1 18],601,For Whom the Bell Tolls (1943)
[6],1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
[7],1584,"Symphonie pastorale, La (1946)"
[16],1621,Butterfly Kiss (1995)
[4],970,Hear My Song (1991)
[0],1407,"Specialist, The (1994)"
[14],1379,Love and Other Catastrophes (1996)
[ 0  1 16],566,Clear and Present Danger (1994)
[10],767,"Addiction, The (1995)"
[ 0  1 15],373,Judge Dredd (1995)
[4],1225,Angus (1995)
[14],694,Persuasion (1995)
[10],1520,"Fear, The (1995)"
[0 1],174,Raiders of the Lost Ark (1981)
[4 7],1026,"Lay of the Land, The (1997)"
[2],1367,Faust (1994)
[4],516,Local Hero (1983)
[4],604,It Happened One Night (1934)
[7],933,"Funeral, The (1996)"
[ 9 15],89,Blade Runner (1982)
[6],75,Brother Minister: The Assassination of Malcolm X (1994)
[7],272,Good Will Hunting (1997)
[ 4 13 14 16],945,Charade (1963)
[7],1163,"Portrait of a Lady, The (1996)"
[4],1420,Gilligan's Island: The Movie (1998)
[7],1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
[ 7 12],557,Farinelli: il castrato (1994)
[ 5  7 14 16],129,Bound (1996)
[ 0  7 18],22,Braveheart (1995)
[5],1560,Clean Slate (Coup de Torchon) (1981)
[7],46,Exotica (1994)
[0],977,"Substitute, The (1996)"
[ 4  7 12],209,This Is Spinal Tap (1984)
[10],681,Wishmaster (1997)
[7],1195,Strawberry and Chocolate (Fresa y chocolate) (1993)
[ 7 14],213,"Room with a View, A (1986)"
[ 0 16],79,"Fugitive, The (1993)"
[ 0 16],300,Air Force One (1997)
[ 7 16],370,Mary Reilly (1996)
[ 4 14],988,"Beautician and the Beast, The (1997)"
[1 7],1126,"Old Man and the Sea, The (1958)"
[3 4],139,"Love Bug, The (1969)"
[13 14 16],574,Boxing Helena (1993)
[4],154,Monty Python's Life of Brian (1979)
[ 7 15],429,"Day the Earth Stood Still, The (1951)"
[ 4 12],630,"Great Race, The (1965)"
[4],683,Rocket Man (1997)
[7],461,Smoke (1995)
[4],1172,"Women, The (1939)"
[3 4],1032,Little Big League (1994)
[ 7 16],1174,Caught (1996)
[4 7],715,To Die For (1995)
[1 4],495,Around the World in 80 Days (1956)
[4 7],737,Sirens (1994)
[7],900,Kundun (1997)
[7],883,Telling Lies in America (1997)
[4],1030,"Beverly Hillbillies, The (1993)"
[4],251,Shall We Dance? (1996)
[ 7 10],561,Mary Shelley's Frankenstein (1994)
[10],446,Burnt Offerings (1976)
[ 4 12 14],1203,Top Hat (1935)
[7],711,"Substance of Fire, The (1996)"
[4 5 7],1647,Hana-bi (1997)
[4],476,"First Wives Club, The (1996)"
[ 5  7 16],5,Copycat (1995)
[10],437,Amityville 1992: It's About Time (1992)
[7],1542,"Scarlet Letter, The (1926)"
[ 5  7 14],544,Things to Do in Denver when You're Dead (1995)
[16],1624,Hush (1998)
[4],718,In the Bleak Midwinter (1995)
[15 16],931,"Island of Dr. Moreau, The (1996)"
[7],1375,"Cement Garden, The (1993)"
[7],279,Once Upon a Time... When We Were Colored (1995)
[10 16],1477,Nightwatch (1997)
[4 7],652,Rosencrantz and Guildenstern Are Dead (1990)
[0],810,"Shadow, The (1994)"
[ 4 14],732,Dave (1993)
[16],595,"Fan, The (1996)"
[ 0 15 16],298,Face/Off (1997)
[7],1055,"Simple Twist of Fate, A (1994)"
[4],168,Monty Python and the Holy Grail (1974)
[ 7 13],1101,Six Degrees of Separation (1993)
[14],1175,Hugo Pool (1997)
[7],1330,An Unforgettable Summer (1994)
[1 3 4],862,Jingle All the Way (1996)
[7],30,Belle de jour (1967)
[4],710,Better Off Dead... (1985)
[7],627,Robin Hood: Prince of Thieves (1991)
[7],555,White Man's Burden (1995)
[4],1446,"Bye Bye, Love (1995)"
[7],1261,"Run of the Country, The (1995)"
[ 1 15],1411,Barbarella (1968)
[16],1451,Foreign Correspondent (1940)
[4],85,"Ref, The (1994)"
[ 7 15],1006,Until the End of the World (Bis ans Ende der Welt) (1991)
[ 0 15 18],121,Independence Day (ID4) (1996)
[4],871,Vegas Vacation (1997)
[7],1344,"Story of Xinghua, The (1993)"
[7],639,"Tin Drum, The (Blechtrommel, Die) (1979)"
[ 4 12 14],1286,Shall We Dance? (1937)
[ 4 14],1269,Love in the Afternoon (1957)
[1],463,"Secret of Roan Inish, The (1994)"
[ 4 14],765,Boomerang (1992)
[4],959,Dazed and Confused (1993)
[4],163,"Return of the Pink Panther, The (1974)"
[4],926,Down Periscope (1996)
[7],750,Amistad (1997)
[12 14],485,My Fair Lady (1964)
[12],610,Gigi (1958)
[16],1131,Safe (1995)
[ 7 14],268,Chasing Amy (1997)
[ 4 15],577,Coneheads (1993)
[2 3],625,"Sword in the Stone, The (1963)"
[2 3],102,"Aristocats, The (1970)"
[4 5 8],72,"Mask, The (1994)"
[0 4],391,Last Action Hero (1993)
[0],833,Bulletproof (1996)
[7],1192,"Boys of St. Vincent, The (1993)"
[7],899,"Winter Guest, The (1997)"
[4 7],1241,"Van, The (1996)"
[ 0 10 15 16],183,Alien (1979)
[4],1609,B*A*P*S (1997)
[ 4 14],1655,"Favor, The (1994)"
[ 2  3 12],989,Cats Don't Dance (1997)
[ 0 16],128,Supercop (1992)
[4],1270,Life with Mikey (1993)
[7],529,My Life as a Dog (Mitt liv som hund) (1985)
[4],1622,"Paris, France (1993)"
[4],1288,Denise Calls Up (1995)
[7],693,Casino (1995)
[12],143,"Sound of Music, The (1965)"
[5 7],346,Jackie Brown (1997)
[7],1575,"I, Worst of All (Yo, la peor de todas) (1990)"
[ 7 13],124,Lone Star (1996)
[7],1533,I Don't Want to Talk About It (De eso no se habla) (1993)
[7],297,Ulee's Gold (1997)
[4 7],1074,Reality Bites (1994)
[7],1468,"Cure, The (1995)"
[6],1363,"Leopard Son, The (1996)"
[7],165,Jean de Florette (1986)
[1 3 8],1133,Escape to Witch Mountain (1975)
[4],1166,Love & Human Remains (1993)
[2 3],1066,Balto (1995)
[ 0 15 16],195,"Terminator, The (1984)"
[4],792,Bullets Over Broadway (1994)
[7],1445,Ladybird Ladybird (1994)
[ 0  7 16],917,Mercury Rising (1998)
[ 0 16],743,"Crow: City of Angels, The (1996)"
[ 4 18],687,McHale's Navy (1997)
[10],563,Stephen King's The Langoliers (1995)
[0 1],1523,"Good Man in Africa, A (1994)"
[16],1207,Jade (1995)
[7],776,Three Wishes (1995)
[0 7],1613,Tokyo Fist (1995)
[ 5 16],11,Seven (Se7en) (1995)
[1 3 4],1480,Herbie Rides Again (1974)
[ 0 16],761,Nick of Time (1995)
[18],1574,Pharaoh's Army (1995)
[7],1634,Etz Hadomim Tafus (Under the Domin Tree) (1994)
[4],579,Fatal Instinct (1993)
[7],633,"Christmas Carol, A (1938)"
[ 4 14],738,Threesome (1994)
[0 1],680,Kull the Conqueror (1997)
[7],782,Little Odessa (1994)
[ 4 14 16],490,To Catch a Thief (1955)
[ 7 14],1297,Love Affair (1994)
[ 4 14],709,Strictly Ballroom (1992)
[ 5  7 16],348,Desperate Measures (1998)
[7],1438,Panther (1995)
[7],1145,Blue Chips (1994)
[ 2  3  4 14],1219,"Goofy Movie, A (1995)"
[4],1351,Lover's Knot (1996)
[ 0  1 15],227,Star Trek VI: The Undiscovered Country (1991)
[ 7 14],1400,Picture Bride (1995)
[ 2  3 12],103,All Dogs Go to Heaven 2 (1996)
[19],470,Tombstone (1993)
[4],242,Kolya (1996)
[0 7],1597,Romper Stomper (1992)
[7],961,Orlando (1993)
[4 7],1295,Kicked in the Head (1997)
[3 4],259,George of the Jungle (1997)
[4],1051,"Associate, The (1996)"
[7],166,Manon of the Spring (Manon des sources) (1986)
[7],375,Showgirls (1995)
[1],826,"Phantom, The (1996)"
[ 7 16],1324,Loaded (1994)
[7],1486,Girl in the Cadillac (1995)
[7],459,"Cry, the Beloved Country (1995)"
[7],1334,Somebody to Love (1994)
[6],757,Across the Sea of Time (1995)
[7],1108,Feast of July (1995)
[7],1018,Tie Me Up! Tie Me Down! (1990)
[0],455,Jackie Chan's First Strike (1996)
[ 5  7 14 16],55,"Professional, The (1994)"
[9],1582,T-Men (1947)
[14 18],1124,"Farewell to Arms, A (1932)"
[4],494,His Girl Friday (1940)
[ 7 14],733,Go Fish (1994)
[16],198,Nikita (La Femme Nikita) (1990)
[ 7 14],716,Home for the Holidays (1995)
[ 0 10 15],353,Deep Rising (1998)
[4],790,Tommy Boy (1995)
[ 7 16],23,Taxi Driver (1976)
[14 18],1152,In Love and War (1996)
[7],18,"White Balloon, The (1995)"
[16],218,Cape Fear (1991)
[4],700,Miami Rhapsody (1995)
[ 1 16],331,"Edge, The (1997)"
[7],340,Boogie Nights (1997)
[ 4 14],70,Four Weddings and a Funeral (1994)
[6],1294,Ayn Rand: A Sense of Life (1997)
[ 7 18],690,Seven Years in Tibet (1997)
[10],551,Lord of Illusions (1995)
[7],1402,"Ciao, Professore! (1993)"
[0],1027,"Shooter, The (1995)"
[6],1184,"Endless Summer 2, The (1994)"
[7],1111,Double Happiness (1994)
[ 4 19],1000,Lightning Jack (1994)
[4],122,"Cable Guy, The (1996)"
[16],986,Turbulence (1997)
[ 0  1  7 14 15 18],172,"Empire Strikes Back, The (1980)"
[5],1280,Gang Related (1997)
[7],196,Dead Poets Society (1989)
[7],1636,Brothers in Trouble (1995)
[7],87,Searching for Bobby Fischer (1993)
[ 7 18],157,Platoon (1986)
[19],203,Unforgiven (1992)
[4 7],1308,Babyfever (1994)
[ 7 18],891,Bent (1997)
[ 7 18],641,Paths of Glory (1957)
[ 0  1 15 16],636,Escape from New York (1981)
[7],1316,"Horse Whisperer, The (1998)"
[1 3],1383,"Second Jungle Book: Mowgli & Baloo, The (1997)"
[10],1056,Cronos (1992)
[16],1275,Killer (Bulletproof Heart) (1994)
[5 7],1194,Once Were Warriors (1994)
[10],1157,"Relic, The (1997)"
[4],249,Austin Powers: International Man of Mystery (1997)
[7],330,187 (1997)
[7],1099,"Red Firecracker, Green Firecracker (1994)"
[7],1348,Every Other Weekend (1990)
[7],972,Passion Fish (1992)
[0 7],1657,Target (1995)
[ 0 15 16],96,Terminator 2: Judgment Day (1991)
[ 4 18],430,Duck Soup (1933)
[4 7],345,Deconstructing Harry (1997)
[ 7 14],1680,Sliding Doors (1998)
[ 0  7 18],326,G.I. Jane (1997)
[4],1057,"Pallbearer, The (1996)"
[15],1154,Alphaville (1965)
[14],1024,Mrs. Dalloway (1997)
[ 1 14],947,"Big Blue, The (Grand bleu, Le) (1988)"
[ 4 14],1028,Grumpier Old Men (1995)
[7],467,"Bronx Tale, A (1993)"
[7],1325,August (1996)
[4],1509,Getting Even with Dad (1994)
[16],975,Fear (1996)
[0 7],339,Mad City (1997)
[ 2  3 12],538,Anastasia (1997)
[ 7 16],315,Apt Pupil (1998)
[14],1493,"Modern Affair, A (1995)"
[4],1499,Grosse Fatigue (1994)
[ 4 14],1525,"Object of My Affection, The (1998)"
[ 1 14],877,Excess Baggage (1997)
[7],344,"Apostle, The (1997)"
[ 0 16],1019,"Die xue shuang xiong (Killer, The) (1989)"
[7],1117,Surviving Picasso (1996)
[10],672,Candyman (1992)
[3 4],996,"Big Green, The (1995)"
[1 3],1531,Far From Home: The Adventures of Yellow Dog (1995)
[ 3  4 13],1444,That Darn Cat! (1965)
[ 4 14],1258,Trial and Error (1997)
[ 7 16],1508,"Babysitter, The (1995)"
[ 7  8 16],558,Heavenly Creatures (1994)
[ 4 14 16],402,Ghost (1990)
[4],108,Kids in the Hall: Brain Candy (1996)
[ 0  1 15],229,Star Trek III: The Search for Spock (1984)
[ 4 14],1040,Two if by Sea (1996)
[7],475,Trainspotting (1996)
[4],42,Clerks (1994)
[7],1169,Fresh (1994)
[ 0 16],349,Hard Rain (1998)
[3 7],1063,"Little Princess, A (1995)"
[10],774,"Prophecy, The (1995)"
[7],735,Philadelphia (1993)
[7],1516,"Wedding Gift, The (1994)"
[2 3],1412,Land Before Time III: The Time of the Great Giving (1995) (V)
[18],1529,Underground (1995)
[4 7],1569,"Vie est belle, La (Life is Rosey) (1987)"
[6],857,Paris Was a Woman (1995)
[4 7],723,Boys on the Side (1995)
[0 4],881,Money Talks (1997)
[ 4 14],83,Much Ado About Nothing (1993)
[0],1362,American Strays (1996)
[ 7 15 16],270,Gattaca (1997)
[7],1666,Ripe (1996)
[4],104,Theodore Rex (1995)
[ 4 12],1079,Joe's Apartment (1996)
[7],1097,"Hate (Haine, La) (1995)"
[ 0 10],452,Jaws 2 (1978)
[4],364,Ace Ventura: When Nature Calls (1995)
[ 2  3 12],501,Dumbo (1941)
[ 0  1 16],1013,Anaconda (1997)
[2 3 4],1,Toy Story (1995)
[ 3  4 12],419,Mary Poppins (1964)
[ 4  7 16],337,"House of Yes, The (1997)"
[4],1302,Late Bloomers (1996)
[ 4 10],1371,"Machine, The (1994)"
[7],910,Nil By Mouth (1997)
[7],1535,"Enfer, L' (1994)"
[7],282,"Time to Kill, A (1996)"
[0 4],456,Beverly Hills Ninja (1997)
[ 5  9 16],656,M (1931)
[16],1431,Legal Deceit (1997)
[ 7 14],582,"Piano, The (1993)"
[ 0 16],546,Broken Arrow (1996)
[7],967,Little Lord Fauntleroy (1936)
[6],1378,Rhyme & Reason (1997)
[7],699,Little Women (1994)
[15 16],264,Mimic (1997)
[ 2  4 16],408,"Close Shave, A (1995)"
[2 3],404,Pinocchio (1940)
[10],667,Audrey Rose (1977)
[4],412,"Very Brady Sequel, A (1996)"
[3 4],894,Home Alone 3 (1997)
[7],1528,Nowhere (1997)
[4],804,Jimmy Hollywood (1994)
[7],224,Ridicule (1996)
[4],1023,Fathers' Day (1997)
[ 0 15],1419,Highlander III: The Sorcerer (1994)
[ 7 14],276,Leaving Las Vegas (1995)
[4],167,Private Benjamin (1980)
[15 16],925,Unforgettable (1996)
[7],851,Two or Three Things I Know About Her (1966)
[7],285,Secrets & Lies (1996)
[5 7],504,Bonnie and Clyde (1967)
[4 7],1425,I'll Do Anything (1994)
[14],1289,Jack and Sarah (1995)
[0 7],1161,Palookaville (1996)
[ 5  7 14],1462,"Thieves (Voleurs, Les) (1996)"
[7],107,Moll Flanders (1996)
[14],1652,Temptress Moon (Feng Yue) (1996)
[10 16],800,In the Mouth of Madness (1995)
[ 0 16],53,Natural Born Killers (1994)
[7],1418,"Joy Luck Club, The (1993)"
[4],908,Half Baked (1998)
[4 5],120,Striptease (1996)
[ 7 14 18],286,"English Patient, The (1996)"
[ 4 14],1502,Naked in New York (1994)
[7],1134,Get on the Bus (1996)
[0 1 5 7],403,Batman (1989)
[4 5],482,Some Like It Hot (1959)
[5],1151,Original Gangstas (1996)
[7],1591,Duoluo tianshi (1995)
[7],392,"Man Without a Face, The (1993)"
[4],756,Father of the Bride Part II (1995)
[ 4 14],478,"Philadelphia Story, The (1940)"
[ 0  7 18],803,Heaven & Earth (1993)
[3],791,"Baby-Sitters Club, The (1995)"
[13 16],592,True Crime (1995)
[ 0  1 16],827,Daylight (1996)
[ 2  3 12],99,Snow White and the Seven Dwarfs (1937)
[ 7 19],1004,Geronimo: An American Legend (1993)
[5],130,Kansas City (1996)
[ 4 14],786,"Perez Family, The (1995)"
[4],1664,8 Heads in a Duffel Bag (1997)
[ 1  3 14],465,"Jungle Book, The (1994)"
[4],158,Weekend at Bernie's (1989)
[3 7],1015,Shiloh (1997)
[ 4 16],480,North by Northwest (1959)
[3 4],795,Richie Rich (1994)
[7],1150,Last Dance (1996)
[7],762,Beautiful Girls (1996)
[6],1142,When We Were Kings (1996)
[7],1268,Bitter Moon (1992)
[7],1410,Harlem (1993)
[3 4],477,Matilda (1996)
[10],635,"Fog, The (1980)"
[ 4 13 16],659,Arsenic and Old Lace (1944)
[5 7],1453,Angel on My Shoulder (1946)
[2 3],946,"Fox and the Hound, The (1981)"
[7],1464,"Stars Fell on Henrietta, The (1995)"
[ 5  9 16],653,Touch of Evil (1958)
[10 16],288,Scream (1996)
[ 4 14],938,"Smile Like Yours, A (1997)"
[10 15 16],670,Body Snatchers (1993)
[ 7 14],253,"Pillow Book, The (1995)"
[10],674,Cat People (1982)
[4],407,Spy Hard (1996)
[ 4 19],575,City Slickers II: The Legend of Curly's Gold (1994)
[7],1149,Walkabout (1971)
[ 7 16],98,"Silence of the Lambs, The (1991)"
[6],884,Year of the Horse (1997)
[7],9,Dead Man Walking (1995)
[7],468,Rudy (1993)
[ 7 14],1300,'Til There Was You (1997)
[ 7 15],258,Contact (1997)
[4 7],1456,Beat the Devil (1954)
[ 5  9 16],1604,He Walked by Night (1948)
[4 7],787,Roommates (1995)
[ 4 10],564,Tales from the Hood (1995)
[7],1481,S.F.W. (1994)
[ 0  1 13],405,Mission: Impossible (1996)
[4],725,Exit to Eden (1994)
[7],863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
[5 7],1638,Normal Life (1996)
[ 4 14],747,Benny & Joon (1993)
[ 5  7 16],100,Fargo (1996)
[14 16],886,"Life Less Ordinary, A (1997)"
[2],114,Wallace & Gromit: The Best of Aardman Animation (1996)
[ 4  7 14],170,Cinema Paradiso (1988)
[0 1 3],247,Turbo: A Power Rangers Movie (1997)
[4],952,Blue in the Face (1995)
[4],386,Addams Family Values (1993)
[ 7 18],318,Schindler's List (1993)
[ 7 14 18],1485,"Colonel Chabert, Le (1994)"
[7],1341,Hedd Wyn (1992)
[0 5 7],1478,Dead Presidents (1995)
[6],634,Microcosmos: Le peuple de l'herbe (1996)
[ 7 18],521,"Deer Hunter, The (1978)"
[7],1147,My Family (1995)
[ 7 12],1135,"Doors, The (1991)"
[0 3],314,3 Ninjas: High Noon At Mega Mountain (1998)
[4 7],1272,Talking About Sex (1994)
[ 0  4 15 18],235,Mars Attacks! (1996)
[ 7 14 16],1526,Witness (1985)
[7],1255,Broken English (1996)
[17],1373,Good Morning (1971)
[4],1167,"Sum of Us, The (1994)"
[7],1639,Bitter Sugar (Azucar Amargo) (1996)
[4],1070,Living in Oblivion (1995)
[4],1182,Cops and Robbersons (1994)
[7],1010,Basquiat (1996)
[7],620,"Chamber, The (1996)"
[7],1306,Delta of Venus (1994)
[6],973,Grateful Dead (1995)
[14],532,Kama Sutra: A Tale of Love (1996)
[7],1329,"Low Life, The (1994)"
[7],1267,Clockers (1995)
[2 3],1470,Gumby: The Movie (1995)
[0 4],1180,I Love Trouble (1994)
[0],759,Fair Game (1995)
[4],1593,Death in Brunswick (1991)
[ 7 14],905,Great Expectations (1998)
[16],1217,Assassins (1995)
[ 0 16],572,Blown Away (1994)
[4],1376,Meet Wally Sparks (1997)
[ 0  4 19],1188,Young Guns II (1990)
[4],1321,Open Season (1996)
[ 4 18],971,Mediterraneo (1991)
[5 7 9],299,Hoodlum (1997)
[7],1309,"Very Natural Thing, A (1974)"
[ 4 14],866,Michael (1996)
[7],1616,Desert Winds (1995)
[7],277,Restoration (1995)
[7],1380,Hollow Reed (1996)
[ 4 14],796,Speechless (1994)
[ 7 16],591,Primal Fear (1996)
[4],67,Ace Ventura: Pet Detective (1994)
[7],305,"Ice Storm, The (1997)"
[ 4 14],1041,Forget Paris (1995)
[ 0  5 16],273,Heat (1995)
[0 1 5],24,Rumble in the Bronx (1995)
[7],1488,Germinal (1993)
[4 7],712,Tin Men (1987)
[ 0  7 16],54,Outbreak (1995)
[7],1327,Captives (1994)
[7],612,Lost Horizon (1937)
[7],162,On Golden Pond (1981)
[15],552,Species (1995)
[4 7],382,"Adventures of Priscilla, Queen of the Desert, The (1994)"
[4],1178,Major Payne (1994)
[ 4 15],152,Sleeper (1973)
[4],999,Clean Slate (1994)
[4],1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
[ 5  7 16],649,Once Upon a Time in America (1984)
[14],1617,Hugo Pool (1997)
[1 7],1058,"War, The (1994)"
[10],885,Phantoms (1998)
[13],324,Lost Highway (1997)
[10],436,"American Werewolf in London, An (1981)"
[7],57,Priest (1994)
[7],507,"Streetcar Named Desire, A (1951)"
[ 7 14],990,Anna Karenina (1997)
[7],134,Citizen Kane (1941)
[10 15],444,"Blob, The (1958)"
[7],698,"Browning Version, The (1994)"
[4],1589,Schizopolis (1996)
[ 1 14],1450,Golden Earrings (1947)
[7],1674,Mamma Roma (1962)
[7],137,Big Night (1996)
[ 0  1 16],117,"Rock, The (1996)"
[7],1536,Aiqing wansui (1994)
[7],296,"Promesse, La (1996)"
[0],1413,Street Fighter (1994)
[ 7 14],815,One Fine Day (1996)
[3 4],400,"Little Rascals, The (1994)"
[1 3],1060,"Adventures of Pinocchio, The (1996)"
[ 4 14],1259,Pie in the Sky (1995)
[12 14],602,"American in Paris, An (1951)"
[14],889,"Tango Lesson, The (1997)"
[7],1653,Entertaining Angels: The Dorothy Day Story (1996)
[4],395,Robin Hood: Men in Tights (1993)
[ 0 10 15],590,Hellraiser: Bloodline (1996)
[4],1374,Falling in Love Again (1980)
[ 0 16],689,"Jackal, The (1997)"
[7],1281,Manny & Lo (1996)
[4 7],481,"Apartment, The (1960)"
[0 4 7],4,Get Shorty (1995)
[3 7 8],832,Bogus (1996)
[0 1],554,Waterworld (1995)
[ 0  7 16],1559,Hostile Intentions (1994)
[7],1260,Total Eclipse (1995)
[16],984,Shadow Conspiracy (1997)
[ 0  1 14 15 18],181,Return of the Jedi (1983)
[4],1249,For Love or Money (1993)
[7],1382,"Bonheur, Le (1965)"
[14],870,Touch (1997)
[ 7 12],289,Evita (1996)
[ 5 16],1143,Hard Eight (1996)
[4],901,Mr. Magoo (1997)
[15],179,"Clockwork Orange, A (1971)"
[4],1513,Sprung (1997)
[ 0  1 16],118,Twister (1996)
[ 5  7 16],332,Kiss the Girls (1997)
[ 5 16],754,Red Corner (1997)
[3 4],929,Harriet the Spy (1996)
[ 9 13],484,"Maltese Falcon, The (1941)"
[4],998,Cabin Boy (1994)
[ 0 13 16],350,Fallen (1998)
[4],1337,Larger Than Life (1996)
[ 7 14],1545,Frankie Starlight (1995)
[7],1558,Aparajito (1956)
[7],1524,Kaspar Hauser (1993)
[7],950,Georgia (1995)
[7],1317,"Journey of August King, The (1995)"
[ 9 16],657,"Manchurian Candidate, The (1962)"
[4],1605,Love Serenade (1996)
[3 7],726,Fluke (1995)
[13 16],1020,Gaslight (1944)
[1 3],812,Andre (1994)
[4],864,My Fellow Americans (1996)
[5 7 9],642,"Grifters, The (1990)"
[7],61,Three Colors: White (1994)
[7],508,"People vs. Larry Flynt, The (1996)"
[ 7 16],939,Murder in the First (1995)
[7],1530,Jefferson in Paris (1995)
[4 7],1626,Nobody Loves Me (Keiner liebt mich) (1994)
[1 7],924,White Squall (1996)
[ 2  3 12],596,"Hunchback of Notre Dame, The (1996)"
[7],753,Burnt By the Sun (1994)
[7],1677,Sweet Nothing (1995)
[7],499,Cat on a Hot Tin Roof (1958)
[7],1602,"Price Above Rubies, A (1998)"
[7],1342,"Convent, The (Convento, O) (1995)"
[4 7],1311,Waiting to Exhale (1995)
[19],556,Wild Bill (1995)
[4 7],598,"Big Squeeze, The (1996)"
[ 4 14],220,"Mirror Has Two Faces, The (1996)"
[4],1047,Multiplicity (1996)
[ 7 14],736,Shadowlands (1993)
[ 1 18],511,Lawrence of Arabia (1962)
[ 7 14],197,"Graduate, The (1967)"
[ 2  3 12 14],542,Pocahontas (1995)
[ 0  1  4 18],110,Operation Dumbo Drop (1995)
[16],1399,Stranger in the House (1997)
[7],52,"Madness of King George, The (1994)"
[0],363,Sudden Death (1995)
[1 3],828,Alaska (1996)
[18],1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
[19],570,Wyatt Earp (1994)
[6],811,Thirty-Two Short Films About Glenn Gould (1993)
[4],1301,Stripes (1981)
[4],1002,"Pest, The (1997)"
[0 1],890,Mortal Kombat: Annihilation (1997)
[7],1635,Two Friends (1986) 
[3 4],383,"Flintstones, The (1994)"
[7],837,Meet John Doe (1941)
[7],1577,"Death in the Garden (Mort en ce jardin, La) (1956)"
[ 5 16],156,Reservoir Dogs (1992)
[4],1537,Cosi (1996)
[ 4 15],204,Back to the Future (1985)
[7],1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)"
[ 0  1 16],2,GoldenEye (1995)
[4],997,Stuart Saves His Family (1995)
[4 7],1012,Private Parts (1997)
[10 14 16],185,Psycho (1960)
[ 4 10],1052,Dracula: Dead and Loving It (1995)
[6],1641,Dadetown (1995)
[3 4],243,Jungle2Jungle (1997)
[ 4 10],1199,Cemetery Man (Dellamorte Dellamore) (1994)
[7],1265,Star Maps (1997)
[7],1171,Wild Reeds (1994)
[4],1305,National Lampoon's Senior Trip (1995)
[0],1552,"Hunted, The (1995)"
[7],1660,Small Faces (1995)
[4],1001,"Stupids, The (1996)"
[15],175,Brazil (1985)
[ 0  1 15],62,Stargate (1994)
[ 7 12],1278,Selena (1997)
[ 7 16 18],31,Crimson Tide (1995)
[4 7],789,Swimming with Sharks (1995)
[4],1049,House Arrest (1996)
[12 14],705,Singin' in the Rain (1952)
[4],721,Mallrats (1995)
[10],671,Bride of Frankenstein (1935)
[7],1257,"Designated Mourner, The (1997)"
[ 7 16],742,Ransom (1996)
[7],898,"Postman, The (1997)"
[ 7 14],1050,"Ghost and Mrs. Muir, The (1947)"
[13 16],333,"Game, The (1997)"
[4 7],695,Kicking and Screaming (1995)
[ 4 14],545,Vampire in Brooklyn (1995)
[7],536,Ponette (1996)
[4 7],316,As Good As It Gets (1997)
[ 0 15],578,Demolition Man (1993)
[10],858,Amityville: Dollhouse (1996)
[7],1196,"Savage Nights (Nuits fauves, Les) (1992)"
[10],219,"Nightmare on Elm Street, A (1984)"
[7],1678,Mat' i syn (1997)
[7],1326,Boys (1996)
[13 16],978,Heaven's Prisoners (1996)
[1 3],304,Fly Away Home (1996)
[ 7 13 16],356,"Client, The (1994)"
[13 16],1553,"Underneath, The (1995)"
[ 1 18],520,"Great Escape, The (1963)"
[4],321,Mother (1996)
[ 0  1  2 10 15],101,Heavy Metal (1981)
[7],1264,Nothing to Lose (1994)
[7],518,Miller's Crossing (1990)
[ 7 14 18],133,Gone with the Wind (1939)
[ 7 18],1663,Nothing Personal (1995)
[ 4 14],487,Roman Holiday (1953)
[7],927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)"
[ 0  1 15],897,Time Tracers (1995)
[3 4],843,"Shaggy Dog, The (1959)"
[4],368,Bio-Dome (1996)
[19],1247,Bad Girls (1994)
[4],25,"Birdcage, The (1996)"
[ 4 15],109,Mystery Science Theater 3000: The Movie (1996)
[4],1092,Dear God (1996)
[19],922,Dead Man (1995)
[ 4 14],783,Milk Money (1994)
[4 7],45,Eat Drink Man Woman (1994)
[19],589,"Wild Bunch, The (1969)"
[14],1612,"Leading Man, The (1996)"
[7],1238,Full Speed (1996)
[4],609,Father of the Bride (1950)
[4 7],347,Wag the Dog (1997)
[7],427,To Kill a Mockingbird (1962)
[7],212,"Unbearable Lightness of Being, The (1988)"
[ 1  7 19],97,Dances with Wolves (1990)
[ 0 15],1416,No Escape (1994)
[ 2  3 12],432,Fantasia (1940)
[1 3],112,Flipper (1996)
[7],638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
[ 0 15 16],771,Johnny Mnemonic (1995)
[1 2 3 4 8],820,Space Jam (1996)
[4 5],194,"Sting, The (1973)"
